Zeitstempel;Messstelle1;Messstelle2;Messstelle3;Messstelle4
Sa., 01.Dez. 2012 07:00;0,16;0,55;0,36;0,25
Sa., 01.Dez. 2012 07:15;0,17;0,48;0,35;0,23
Sa., 01.Dez. 2012 07:30;0,2;0,48;0,36;0,24
Sa., 01.Dez. 2012 07:45;0,28;0,46;0,38;0,28
Sa., 01.Dez. 2012 08:00;0,26;0,45;0,38;0,27
Sa., 01.Dez. 2012 08:15;0,23;0,46;0,36;0,25
Sa., 01.Dez. 2012 08:30;0,24;0,58;0,43;0,29
Sa., 01.Dez. 2012 08:45;0,25;0,63;0,46;0,31
Sa., 01.Dez. 2012 09:00;0,28;0,67;0,49;0,34
Sa., 01.Dez. 2012 09:15;0,62;0,92;0,78;0,59
Sa., 01.Dez. 2012 09:30;0,79;0,95;0,89;0,68
Sa., 01.Dez. 2012 09:45;1,06;1,2;1,17;0,89
Sa., 01.Dez. 2012 10:00;1,07;1,51;1,31;0,99
Sa., 01.Dez. 2012 10:15;1,05;1,91;1,56;1,1
Sa., 01.Dez. 2012 10:30;1,18;2,01;1,7;1,19
Sa., 01.Dez. 2012 10:45;1,31;2,28;1,81;1,34
Sa., 01.Dez. 2012 11:00;1,74;2,36;2,1;1,58
Sa., 01.Dez. 2012 11:15;1,78;2,48;2,17;1,63
Sa., 01.Dez. 2012 11:30;1,58;2,47;2,13;1,53
Sa., 01.Dez. 2012 11:45;1,62;2,48;2,07;1,55
Sa., 01.Dez. 2012 12:00;1,62;2,29;1,97;1,5
Sa., 01.Dez. 2012 12:15;1,44;2,09;1,78;1,35
Sa., 01.Dez. 2012 12:30;1,22;2,09;1,71;1,24
Sa., 01.Dez. 2012 12:45;1,18;2;1,61;1,19
Sa., 01.Dez. 2012 13:00;1,29;2,12;1,73;1,28
Sa., 01.Dez. 2012 13:15;1,2;2,08;1,67;1,22
Sa., 01.Dez. 2012 13:30;1,38;2,29;1,91;1,38
Sa., 01.Dez. 2012 13:45;1,51;2,08;1,79;1,38
Sa., 01.Dez. 2012 14:00;1,54;1,98;1,85;1,36
Sa., 01.Dez. 2012 14:15;1,62;1,97;1,89;1,4
Sa., 01.Dez. 2012 14:30;1,23;2,13;1,69;1,25
Sa., 01.Dez. 2012 14:45;1,32;1,97;1,73;1,25
Sa., 01.Dez. 2012 15:00;1,22;2,05;1,69;1,23
Sa., 01.Dez. 2012 15:15;1,32;2,01;1,71;1,26
Sa., 01.Dez. 2012 15:30;1,23;2,2;1,74;1,28
Sa., 01.Dez. 2012 15:45;1,24;2,01;1,73;1,22
Sa., 01.Dez. 2012 16:00;1,28;1,97;1,63;1,23
Sa., 01.Dez. 2012 16:15;1,29;1,91;1,62;1,22
Sa., 01.Dez. 2012 16:30;1,27;1,89;1,62;1,2
Sa., 01.Dez. 2012 16:45;1,23;1,84;1,56;1,17
Sa., 01.Dez. 2012 17:00;1,25;1,91;1,59;1,2
Sa., 01.Dez. 2012 17:15;1,28;1,9;1,69;1,21
Sa., 01.Dez. 2012 17:30;1,28;1,98;1,7;1,23
Sa., 01.Dez. 2012 17:45;1,3;1,89;1,68;1,22
Sa., 01.Dez. 2012 18:00;1,08;1,85;1,55;1,1
Sa., 01.Dez. 2012 18:15;1,07;1,81;1,48;1,08
Sa., 01.Dez. 2012 18:30;0,76;1,56;1,16;0,85
Sa., 01.Dez. 2012 18:45;0,39;1,35;0,91;0,6
Sa., 01.Dez. 2012 19:00;0,43;1,43;0,93;0,64
Sa., 01.Dez. 2012 19:15;0,38;1,28;0,86;0,57
Sa., 01.Dez. 2012 19:30;0,48;1,18;0,89;0,59
Sa., 01.Dez. 2012 19:45;0,7;0,93;0,86;0,63
Sa., 01.Dez. 2012 20:00;0,25;0,74;0,52;0,35
Sa., 01.Dez. 2012 20:15;0,26;0,59;0,44;0,31
Sa., 01.Dez. 2012 20:30;0,62;1,08;0,87;0,63
Sa., 01.Dez. 2012 20:45;0,21;0,53;0,39;0,26
Sa., 01.Dez. 2012 21:00;0,4;0,55;0,48;0,37
Sa., 01.Dez. 2012 21:15;0,47;0,56;0,53;0,4
Sa., 01.Dez. 2012 21:30;0,51;0,55;0,53;0,42
Sa., 01.Dez. 2012 21:45;0,18;0,53;0,37;0,25
Sa., 01.Dez. 2012 22:00;0,23;0,53;0,38;0,27
Sa., 01.Dez. 2012 22:15;0,21;0,52;0,38;0,26
Sa., 01.Dez. 2012 22:30;0,17;0,59;0,39;0,26
Sa., 01.Dez. 2012 22:45;0,18;0,55;0,38;0,26
Sa., 01.Dez. 2012 23:00;0,17;0,58;0,38;0,26
Sa., 01.Dez. 2012 23:15;0,18;0,56;0,39;0,26
Sa., 01.Dez. 2012 23:30;0,24;0,52;0,38;0,28
Sa., 01.Dez. 2012 23:45;0,17;0,53;0,37;0,24
So., 02.Dez. 2012 00:00;0,17;0,52;0,35;0,24
So., 02.Dez. 2012 00:15;0,18;0,54;0,37;0,25
So., 02.Dez. 2012 00:30;0,21;0,56;0,41;0,27
So., 02.Dez. 2012 00:45;0,21;0,55;0,39;0,27
So., 02.Dez. 2012 01:00;0,23;0,54;0,39;0,28
So., 02.Dez. 2012 01:15;0,17;0,55;0,37;0,25
So., 02.Dez. 2012 01:30;0,21;0,52;0,38;0,26
So., 02.Dez. 2012 01:45;0,2;0,61;0,43;0,28
So., 02.Dez. 2012 02:00;0,2;0,54;0,37;0,26
So., 02.Dez. 2012 02:15;0,22;0,56;0,39;0,28
So., 02.Dez. 2012 02:30;0,18;0,55;0,38;0,26
So., 02.Dez. 2012 02:45;0,17;0,54;0,38;0,25
So., 02.Dez. 2012 03:00;0,21;0,53;0,39;0,26
So., 02.Dez. 2012 03:15;0,2;0,53;0,37;0,26
So., 02.Dez. 2012 03:30;0,21;0,53;0,38;0,26
So., 02.Dez. 2012 03:45;0,22;0,63;0,43;0,3
So., 02.Dez. 2012 04:00;0,17;0,55;0,37;0,25
So., 02.Dez. 2012 04:15;0,18;0,55;0,38;0,26
So., 02.Dez. 2012 04:30;0,21;0,52;0,38;0,26
So., 02.Dez. 2012 04:45;0,17;0,53;0,36;0,24
So., 02.Dez. 2012 05:00;0,21;0,52;0,38;0,26
So., 02.Dez. 2012 05:15;0,17;0,55;0,38;0,25
So., 02.Dez. 2012 05:30;0,18;0,56;0,38;0,26
So., 02.Dez. 2012 05:45;0,2;0,55;0,38;0,27
So., 02.Dez. 2012 06:00;0,17;0,53;0,37;0,24
So., 02.Dez. 2012 06:15;0,25;0,55;0,41;0,29
So., 02.Dez. 2012 06:30;0,17;0,52;0,37;0,24
So., 02.Dez. 2012 06:45;0,21;0,53;0,37;0,26
So., 02.Dez. 2012 07:00;0,26;0,55;0,44;0,3
So., 02.Dez. 2012 07:15;0,18;0,55;0,38;0,26
So., 02.Dez. 2012 07:30;0,17;0,55;0,37;0,25
So., 02.Dez. 2012 07:45;0,28;0,59;0,45;0,32
So., 02.Dez. 2012 08:00;0,25;0,53;0,4;0,28
So., 02.Dez. 2012 08:15;0,28;0,55;0,41;0,31
So., 02.Dez. 2012 08:30;0,25;0,64;0,47;0,32
So., 02.Dez. 2012 08:45;0,25;0,66;0,47;0,32
So., 02.Dez. 2012 09:00;0,6;0,68;0,67;0,5
So., 02.Dez. 2012 09:15;0,68;0,82;0,77;0,59
So., 02.Dez. 2012 09:30;0,83;1,17;1,04;0,77
So., 02.Dez. 2012 09:45;1,01;1,13;1,07;0,84
So., 02.Dez. 2012 10:00;1,24;1,31;1,29;1,01
So., 02.Dez. 2012 10:15;1,07;1,52;1,37;0,99
So., 02.Dez. 2012 10:30;1,07;1,96;1,6;1,12
So., 02.Dez. 2012 10:45;1,09;2,08;1,68;1,17
So., 02.Dez. 2012 11:00;1,44;1,99;1,76;1,32
So., 02.Dez. 2012 11:15;1,12;1,9;1,55;1,13
So., 02.Dez. 2012 11:30;1,12;1,86;1,56;1,12
So., 02.Dez. 2012 11:45;1,12;1,93;1,61;1,14
So., 02.Dez. 2012 12:00;1,3;1,94;1,68;1,23
So., 02.Dez. 2012 12:15;1,16;1,86;1,59;1,14
So., 02.Dez. 2012 12:30;1,31;1,98;1,66;1,25
So., 02.Dez. 2012 12:45;1,22;2;1,67;1,21
So., 02.Dez. 2012 13:00;1,27;1,89;1,63;1,2
So., 02.Dez. 2012 13:15;1,31;2,13;1,76;1,29
So., 02.Dez. 2012 13:30;1,15;1,98;1,58;1,17
So., 02.Dez. 2012 13:45;0,91;1,86;1,41;1,01
So., 02.Dez. 2012 14:00;1,15;1,79;1,55;1,11
So., 02.Dez. 2012 14:15;1,27;1,67;1,47;1,14
So., 02.Dez. 2012 14:30;1,35;1,89;1,7;1,24
So., 02.Dez. 2012 14:45;1,27;1,9;1,68;1,21
So., 02.Dez. 2012 15:00;1,14;1,74;1,5;1,09
So., 02.Dez. 2012 15:15;1,22;2,01;1,68;1,21
So., 02.Dez. 2012 15:30;1,22;1,75;1,55;1,14
So., 02.Dez. 2012 15:45;1,25;2,45;1,93;1,36
So., 02.Dez. 2012 16:00;1,15;2,32;1,84;1,27
So., 02.Dez. 2012 16:15;1,33;2,06;1,77;1,28
So., 02.Dez. 2012 16:30;1,27;2,05;1,71;1,25
So., 02.Dez. 2012 16:45;1,18;2,09;1,74;1,22
So., 02.Dez. 2012 17:00;1,27;2,29;1,87;1,32
So., 02.Dez. 2012 17:15;1,27;1,83;1,58;1,18
So., 02.Dez. 2012 17:30;1,22;1,78;1,56;1,14
So., 02.Dez. 2012 17:45;1,2;1,64;1,48;1,09
So., 02.Dez. 2012 18:00;1,12;1,58;1,37;1,03
So., 02.Dez. 2012 18:15;1,01;1,51;1,31;0,96
So., 02.Dez. 2012 18:30;0,85;1,53;1,25;0,88
So., 02.Dez. 2012 18:45;0,84;1,31;1,13;0,81
So., 02.Dez. 2012 19:00;0,81;1,08;0,97;0,73
So., 02.Dez. 2012 19:15;0,28;0,9;0,62;0,41
So., 02.Dez. 2012 19:30;0,3;0,7;0,53;0,36
So., 02.Dez. 2012 19:45;0,24;0,63;0,45;0,31
So., 02.Dez. 2012 20:00;0,7;0,6;0,67;0,53
So., 02.Dez. 2012 20:15;0,4;0,59;0,52;0,38
So., 02.Dez. 2012 20:30;0,32;0,72;0,54;0,38
So., 02.Dez. 2012 20:45;0,93;0,83;0,91;0,71
So., 02.Dez. 2012 21:00;0,52;0,67;0,62;0,46
So., 02.Dez. 2012 21:15;0,21;0,77;0,51;0,34
So., 02.Dez. 2012 21:30;0,67;0,92;0,84;0,61
So., 02.Dez. 2012 21:45;0,33;0,56;0,47;0,33
So., 02.Dez. 2012 22:00;0,18;0,55;0,38;0,26
So., 02.Dez. 2012 22:15;0,2;0,54;0,38;0,26
So., 02.Dez. 2012 22:30;0,17;0,58;0,39;0,26
So., 02.Dez. 2012 22:45;0,21;0,55;0,39;0,27
So., 02.Dez. 2012 23:00;0,2;0,59;0,4;0,28
So., 02.Dez. 2012 23:15;0,17;0,58;0,4;0,26
So., 02.Dez. 2012 23:30;0,25;0,61;0,44;0,31
So., 02.Dez. 2012 23:45;0,22;0,55;0,4;0,28
Mo., 03.Dez. 2012 00:00;0,2;0,54;0,38;0,26
Mo., 03.Dez. 2012 00:15;0,2;0,54;0,37;0,26
Mo., 03.Dez. 2012 00:30;0,17;0,55;0,37;0,25
Mo., 03.Dez. 2012 00:45;0,18;0,58;0,4;0,26
Mo., 03.Dez. 2012 01:00;0,21;0,6;0,41;0,29
Mo., 03.Dez. 2012 01:15;0,21;0,58;0,4;0,28
Mo., 03.Dez. 2012 01:30;0,2;0,55;0,39;0,27
Mo., 03.Dez. 2012 01:45;0,2;0,6;0,39;0,28
Mo., 03.Dez. 2012 02:00;0,25;0,59;0,41;0,3
Mo., 03.Dez. 2012 02:15;0,23;0,58;0,4;0,29
Mo., 03.Dez. 2012 02:30;0,24;0,61;0,43;0,3
Mo., 03.Dez. 2012 02:45;0,2;0,62;0,41;0,29
Mo., 03.Dez. 2012 03:00;0,21;0,6;0,41;0,29
Mo., 03.Dez. 2012 03:15;0,21;0,62;0,41;0,29
Mo., 03.Dez. 2012 03:30;0,25;0,59;0,43;0,3
Mo., 03.Dez. 2012 03:45;0,24;0,61;0,43;0,3
Mo., 03.Dez. 2012 04:00;0,21;0,59;0,4;0,28
Mo., 03.Dez. 2012 04:15;0,2;0,55;0,38;0,27
Mo., 03.Dez. 2012 04:30;0,22;0,54;0,38;0,27
Mo., 03.Dez. 2012 04:45;0,23;0,63;0,43;0,3
Mo., 03.Dez. 2012 05:00;0,2;0,63;0,41;0,29
Mo., 03.Dez. 2012 05:15;0,25;0,61;0,43;0,31
Mo., 03.Dez. 2012 05:30;0,2;0,59;0,39;0,28
Mo., 03.Dez. 2012 05:45;0,21;0,66;0,46;0,3
Mo., 03.Dez. 2012 06:00;0,26;0,6;0,46;0,31
Mo., 03.Dez. 2012 06:15;0,21;0,6;0,4;0,29
Mo., 03.Dez. 2012 06:30;0,25;0,62;0,46;0,31
Mo., 03.Dez. 2012 06:45;0,23;0,61;0,43;0,3
Mo., 03.Dez. 2012 07:00;0,2;0,61;0,4;0,28
Mo., 03.Dez. 2012 07:15;0,23;0,58;0,41;0,29
Mo., 03.Dez. 2012 07:30;0,21;0,59;0,4;0,28
Mo., 03.Dez. 2012 07:45;0,28;0,64;0,48;0,33
Mo., 03.Dez. 2012 08:00;0,32;0,62;0,49;0,35
Mo., 03.Dez. 2012 08:15;0,28;0,63;0,46;0,33
Mo., 03.Dez. 2012 08:30;0,3;0,72;0,52;0,37
Mo., 03.Dez. 2012 08:45;0,29;0,68;0,49;0,35
Mo., 03.Dez. 2012 09:00;0,38;0,84;0,63;0,44
Mo., 03.Dez. 2012 09:15;0,84;1,1;1,01;0,75
Mo., 03.Dez. 2012 09:30;1,18;1,17;1,22;0,94
Mo., 03.Dez. 2012 09:45;1,28;1,31;1,3;1,03
Mo., 03.Dez. 2012 10:00;1,02;1,48;1,3;0,95
Mo., 03.Dez. 2012 10:15;1,17;1,94;1,67;1,17
Mo., 03.Dez. 2012 10:30;1,21;1,93;1,64;1,18
Mo., 03.Dez. 2012 10:45;1,25;2,12;1,68;1,26
Mo., 03.Dez. 2012 11:00;1,67;2,17;2;1,49
Mo., 03.Dez. 2012 11:15;1,53;2,15;1,9;1,41
Mo., 03.Dez. 2012 11:30;1,39;2,3;1,98;1,39
Mo., 03.Dez. 2012 11:45;1,48;2,16;1,89;1,39
Mo., 03.Dez. 2012 12:00;1,41;2,2;1,82;1,37
Mo., 03.Dez. 2012 12:15;1,44;2;1,81;1,32
Mo., 03.Dez. 2012 12:30;1,43;2,32;1,9;1,41
Mo., 03.Dez. 2012 12:45;1,46;1,91;1,71;1,3
Mo., 03.Dez. 2012 13:00;1,35;1,98;1,68;1,27
Mo., 03.Dez. 2012 13:15;1,46;1,92;1,77;1,31
Mo., 03.Dez. 2012 13:30;1,29;2,1;1,78;1,28
Mo., 03.Dez. 2012 13:45;1,17;1,76;1,48;1,11
Mo., 03.Dez. 2012 14:00;1,55;1,99;1,86;1,37
Mo., 03.Dez. 2012 14:15;1,53;1,94;1,81;1,35
Mo., 03.Dez. 2012 14:30;1,55;1,78;1,75;1,31
Mo., 03.Dez. 2012 14:45;1,39;2,04;1,75;1,31
Mo., 03.Dez. 2012 15:00;1,41;1,87;1,73;1,27
Mo., 03.Dez. 2012 15:15;1,38;1,85;1,68;1,25
Mo., 03.Dez. 2012 15:30;1,4;1,94;1,71;1,28
Mo., 03.Dez. 2012 15:45;1,43;1,9;1,74;1,29
Mo., 03.Dez. 2012 16:00;1,5;1,77;1,71;1,28
Mo., 03.Dez. 2012 16:15;1,38;1,87;1,66;1,25
Mo., 03.Dez. 2012 16:30;1,5;2,09;1,82;1,38
Mo., 03.Dez. 2012 16:45;1,6;1,93;1,85;1,38
Mo., 03.Dez. 2012 17:00;1,52;1,82;1,77;1,31
Mo., 03.Dez. 2012 17:15;1,13;1,9;1,59;1,14
Mo., 03.Dez. 2012 17:30;0,99;1,86;1,44;1,05
Mo., 03.Dez. 2012 17:45;0,9;1,78;1,36;0,98
Mo., 03.Dez. 2012 18:00;0,83;1,66;1,28;0,91
Mo., 03.Dez. 2012 18:15;0,79;1,12;0,98;0,73
Mo., 03.Dez. 2012 18:30;0,71;0,99;0,87;0,65
Mo., 03.Dez. 2012 18:45;0,75;0,86;0,85;0,63
Mo., 03.Dez. 2012 19:00;0,4;0,83;0,64;0,45
Mo., 03.Dez. 2012 19:15;0,85;0,7;0,79;0,64
Mo., 03.Dez. 2012 19:30;0,28;0,6;0,45;0,32
Mo., 03.Dez. 2012 19:45;1,31;0,55;1;0,82
Mo., 03.Dez. 2012 20:00;1,52;0,67;1,1;0,96
Mo., 03.Dez. 2012 20:15;1,5;0,67;1,15;0,95
Mo., 03.Dez. 2012 20:30;1,23;0,67;0,97;0,82
Mo., 03.Dez. 2012 20:45;1,1;0,98;1,1;0,84
Mo., 03.Dez. 2012 21:00;1,13;1;1,08;0,87
Mo., 03.Dez. 2012 21:15;1,4;0,85;1,14;0,96
Mo., 03.Dez. 2012 21:30;0,21;0,68;0,46;0,31
Mo., 03.Dez. 2012 21:45;0,26;0,6;0,46;0,31
Mo., 03.Dez. 2012 22:00;0,72;1,13;0,98;0,7
Mo., 03.Dez. 2012 22:15;0,32;0,61;0,47;0,34
Mo., 03.Dez. 2012 22:30;0,25;0,53;0,39;0,28
Mo., 03.Dez. 2012 22:45;0,2;0,53;0,37;0,26
Mo., 03.Dez. 2012 23:00;0,2;0,52;0,37;0,26
Mo., 03.Dez. 2012 23:15;0,21;0,55;0,39;0,27
Mo., 03.Dez. 2012 23:30;0,25;0,55;0,41;0,29
Mo., 03.Dez. 2012 23:45;0,24;0,59;0,41;0,3
Di., 04.Dez. 2012 00:00;0,21;0,54;0,39;0,27
Di., 04.Dez. 2012 00:15;0,2;0,53;0,37;0,26
Di., 04.Dez. 2012 00:30;0,21;0,53;0,39;0,26
Di., 04.Dez. 2012 00:45;0,23;0,52;0,38;0,27
Di., 04.Dez. 2012 01:00;0,23;0,58;0,4;0,29
Di., 04.Dez. 2012 01:15;0,24;0,55;0,41;0,29
Di., 04.Dez. 2012 01:30;0,35;0,55;0,47;0,34
Di., 04.Dez. 2012 01:45;0,23;0,55;0,4;0,28
Di., 04.Dez. 2012 02:00;0,23;0,53;0,38;0,27
Di., 04.Dez. 2012 02:15;0,22;0,53;0,39;0,27
Di., 04.Dez. 2012 02:30;0,24;0,54;0,4;0,28
Di., 04.Dez. 2012 02:45;0,21;0,61;0,4;0,29
Di., 04.Dez. 2012 03:00;0,21;0,64;0,43;0,3
Di., 04.Dez. 2012 03:15;0,23;0,54;0,39;0,28
Di., 04.Dez. 2012 03:30;0,21;0,53;0,39;0,26
Di., 04.Dez. 2012 03:45;0,25;0,52;0,39;0,28
Di., 04.Dez. 2012 04:00;0,23;0,52;0,38;0,27
Di., 04.Dez. 2012 04:15;0,21;0,61;0,41;0,29
Di., 04.Dez. 2012 04:30;0,23;0,55;0,4;0,28
Di., 04.Dez. 2012 04:45;0,21;0,55;0,39;0,27
Di., 04.Dez. 2012 05:00;0,21;0,53;0,38;0,26
Di., 04.Dez. 2012 05:15;0,2;0,53;0,37;0,26
Di., 04.Dez. 2012 05:30;0,25;0,52;0,39;0,28
Di., 04.Dez. 2012 05:45;0,24;0,54;0,4;0,28
Di., 04.Dez. 2012 06:00;0,23;0,55;0,39;0,28
Di., 04.Dez. 2012 06:15;0,21;0,55;0,39;0,27
Di., 04.Dez. 2012 06:30;0,21;0,54;0,38;0,27
Di., 04.Dez. 2012 06:45;0,21;0,52;0,37;0,26
Di., 04.Dez. 2012 07:00;0,26;0,53;0,4;0,29
Di., 04.Dez. 2012 07:15;0,21;0,53;0,38;0,26
Di., 04.Dez. 2012 07:30;0,21;0,55;0,38;0,27
Di., 04.Dez. 2012 07:45;0,28;0,6;0,46;0,32
Di., 04.Dez. 2012 08:00;0,37;0,59;0,49;0,36
Di., 04.Dez. 2012 08:15;0,36;0,53;0,45;0,34
Di., 04.Dez. 2012 08:30;0,29;0,52;0,4;0,3
Di., 04.Dez. 2012 08:45;0,28;0,53;0,41;0,3
Di., 04.Dez. 2012 09:00;0,28;0,55;0,43;0,31
Di., 04.Dez. 2012 09:15;0,29;0,66;0,51;0,34
Di., 04.Dez. 2012 09:30;0,3;0,58;0,46;0,32
Di., 04.Dez. 2012 09:45;0,35;0,54;0,46;0,34
Di., 04.Dez. 2012 10:00;0,28;0,54;0,41;0,3
Di., 04.Dez. 2012 10:15;0,28;0,55;0,43;0,31
Di., 04.Dez. 2012 10:30;0,29;0,53;0,41;0,3
Di., 04.Dez. 2012 10:45;0,3;0,58;0,45;0,32
Di., 04.Dez. 2012 11:00;0,33;0,58;0,47;0,34
Di., 04.Dez. 2012 11:15;0,33;0,54;0,46;0,33
Di., 04.Dez. 2012 11:30;0,26;0,53;0,41;0,29
Di., 04.Dez. 2012 11:45;0,28;0,53;0,4;0,3
Di., 04.Dez. 2012 12:00;0,3;0,53;0,43;0,31
Di., 04.Dez. 2012 12:15;0,29;0,59;0,46;0,32
Di., 04.Dez. 2012 12:30;0,32;0,58;0,47;0,33
Di., 04.Dez. 2012 12:45;0,28;0,61;0,46;0,32
Di., 04.Dez. 2012 13:00;0,29;0,53;0,43;0,3
Di., 04.Dez. 2012 13:15;0,29;0,53;0,41;0,3
Di., 04.Dez. 2012 13:30;0,3;0,53;0,41;0,31
Di., 04.Dez. 2012 13:45;0,28;0,54;0,41;0,3
Di., 04.Dez. 2012 14:00;0,32;0,58;0,45;0,33
Di., 04.Dez. 2012 14:15;0,28;0,61;0,47;0,32
Di., 04.Dez. 2012 14:30;0,28;0,53;0,43;0,3
Di., 04.Dez. 2012 14:45;0,3;0,53;0,45;0,31
Di., 04.Dez. 2012 15:00;0,28;0,53;0,41;0,3
Di., 04.Dez. 2012 15:15;0,32;0,53;0,45;0,32
Di., 04.Dez. 2012 15:30;0,28;0,58;0,45;0,31
Di., 04.Dez. 2012 15:45;0,28;0,55;0,41;0,31
Di., 04.Dez. 2012 16:00;0,37;0,58;0,48;0,36
Di., 04.Dez. 2012 16:15;0,28;0,61;0,45;0,32
Di., 04.Dez. 2012 16:30;0,32;0,53;0,45;0,32
Di., 04.Dez. 2012 16:45;0,28;0,53;0,43;0,3
Di., 04.Dez. 2012 17:00;0,28;0,54;0,43;0,3
Di., 04.Dez. 2012 17:15;0,3;0,58;0,45;0,32
Di., 04.Dez. 2012 17:30;0,28;0,61;0,46;0,32
Di., 04.Dez. 2012 17:45;0,28;0,54;0,43;0,3
Di., 04.Dez. 2012 18:00;0,32;0,55;0,46;0,33
Di., 04.Dez. 2012 18:15;0,3;0,53;0,45;0,31
Di., 04.Dez. 2012 18:30;0,3;0,53;0,45;0,31
Di., 04.Dez. 2012 18:45;0,28;0,58;0,45;0,31
Di., 04.Dez. 2012 19:00;0,28;0,58;0,45;0,31
Di., 04.Dez. 2012 19:15;0,33;0,54;0,45;0,33
Di., 04.Dez. 2012 19:30;0,28;0,53;0,41;0,3
Di., 04.Dez. 2012 19:45;0,3;0,53;0,45;0,31
Di., 04.Dez. 2012 20:00;0,28;0,53;0,41;0,3
Di., 04.Dez. 2012 20:15;0,28;0,54;0,43;0,3
Di., 04.Dez. 2012 20:30;0,32;0,54;0,46;0,32
Di., 04.Dez. 2012 20:45;0,23;0,59;0,41;0,29
Di., 04.Dez. 2012 21:00;0,22;0,51;0,37;0,26
Di., 04.Dez. 2012 21:15;0,25;0,51;0,39;0,28
Di., 04.Dez. 2012 21:30;0,21;0,49;0,36;0,25
Di., 04.Dez. 2012 21:45;0,2;0,51;0,36;0,25
Di., 04.Dez. 2012 22:00;0,25;0,54;0,41;0,29
Di., 04.Dez. 2012 22:15;0,23;0,62;0,43;0,3
Di., 04.Dez. 2012 22:30;0,22;0,58;0,4;0,28
Di., 04.Dez. 2012 22:45;0,2;0,51;0,37;0,25
Di., 04.Dez. 2012 23:00;0,2;0,49;0,36;0,25
Di., 04.Dez. 2012 23:15;0,22;0,51;0,38;0,26
Di., 04.Dez. 2012 23:30;0,26;0,52;0,4;0,29
Di., 04.Dez. 2012 23:45;0,22;0,54;0,39;0,27
Mi., 05.Dez. 2012 00:00;0,21;0,53;0,37;0,26
Mi., 05.Dez. 2012 00:15;0,2;0,54;0,38;0,26
Mi., 05.Dez. 2012 00:30;0,21;0,51;0,38;0,26
Mi., 05.Dez. 2012 00:45;0,22;0,49;0,37;0,26
Mi., 05.Dez. 2012 01:00;0,28;0,52;0,4;0,3
Mi., 05.Dez. 2012 01:15;0,2;0,53;0,37;0,26
Mi., 05.Dez. 2012 01:30;0,21;0,53;0,39;0,26
Mi., 05.Dez. 2012 01:45;0,2;0,53;0,37;0,26
Mi., 05.Dez. 2012 02:00;0,23;0,49;0,38;0,26
Mi., 05.Dez. 2012 02:15;0,28;0,51;0,41;0,29
Mi., 05.Dez. 2012 02:30;0,23;0,49;0,37;0,26
Mi., 05.Dez. 2012 02:45;0,22;0,53;0,38;0,27
Mi., 05.Dez. 2012 03:00;0,2;0,53;0,38;0,26
Mi., 05.Dez. 2012 03:15;0,28;0,59;0,45;0,32
Mi., 05.Dez. 2012 03:30;0,26;0,51;0,39;0,28
Mi., 05.Dez. 2012 03:45;0,21;0,51;0,37;0,26
Mi., 05.Dez. 2012 04:00;0,21;0,54;0,38;0,27
Mi., 05.Dez. 2012 04:15;0,22;0,51;0,37;0,26
Mi., 05.Dez. 2012 04:30;0,21;0,54;0,39;0,27
Mi., 05.Dez. 2012 04:45;0,28;0,53;0,43;0,3
Mi., 05.Dez. 2012 05:00;0,21;0,6;0,41;0,29
Mi., 05.Dez. 2012 05:15;0,21;0,51;0,36;0,26
Mi., 05.Dez. 2012 05:30;0,21;0,49;0,36;0,25
Mi., 05.Dez. 2012 05:45;0,21;0,51;0,36;0,26
Mi., 05.Dez. 2012 06:00;0,23;0,53;0,39;0,27
Mi., 05.Dez. 2012 06:15;0,24;0,53;0,39;0,28
Mi., 05.Dez. 2012 06:30;0,21;0,53;0,38;0,26
Mi., 05.Dez. 2012 06:45;0,23;0,51;0,38;0,27
Mi., 05.Dez. 2012 07:00;0,2;0,49;0,36;0,25
Mi., 05.Dez. 2012 07:15;0,24;0,51;0,38;0,27
Mi., 05.Dez. 2012 07:30;0,24;0,58;0,4;0,29
Mi., 05.Dez. 2012 07:45;0,32;0,53;0,45;0,32
Mi., 05.Dez. 2012 08:00;0,29;0,53;0,41;0,3
Mi., 05.Dez. 2012 08:15;0,28;0,55;0,43;0,31
Mi., 05.Dez. 2012 08:30;0,3;0,49;0,4;0,3
Mi., 05.Dez. 2012 08:45;0,36;0,51;0,46;0,33
Mi., 05.Dez. 2012 09:00;0,28;0,52;0,4;0,3
Mi., 05.Dez. 2012 09:15;0,28;0,53;0,41;0,3
Mi., 05.Dez. 2012 09:30;0,28;0,53;0,41;0,3
Mi., 05.Dez. 2012 09:45;0,33;0,52;0,45;0,32
Mi., 05.Dez. 2012 10:00;0,29;0,49;0,4;0,29
Mi., 05.Dez. 2012 10:15;0,32;0,51;0,43;0,31
Mi., 05.Dez. 2012 10:30;0,28;0,49;0,39;0,29
Mi., 05.Dez. 2012 10:45;0,28;0,62;0,46;0,33
Mi., 05.Dez. 2012 11:00;0,29;0,53;0,43;0,3
Mi., 05.Dez. 2012 11:15;0,29;0,52;0,43;0,3
Mi., 05.Dez. 2012 11:30;0,32;0,51;0,43;0,31
Mi., 05.Dez. 2012 11:45;0,28;0,54;0,41;0,3
Mi., 05.Dez. 2012 12:00;0,32;0,51;0,41;0,31
Mi., 05.Dez. 2012 12:15;0,28;0,52;0,41;0,3
Mi., 05.Dez. 2012 12:30;0,3;0,53;0,43;0,31
